Id,Hour1,Hour2,Hour3,Lat,Lon,Posts,FrMeanLat,FrMeanLon
582,0,15,20,32.897,-117.201,6,32.897,-117.201
583,22,23,5,29.776,-95.114,3,29.748,-95.560
584,12,16,14,35.637,139.642,117,28.555,111.663
585,4,25,25,53.543,-113.503,1,43.652,-79.380
586,19,25,25,29.911,-95.302,1,38.590,-90.280
587,8,10,7,36.080,-115.033,6,36.099,-115.137
588,7,4,6,22.320,114.189,157,23.019,113.751
589,21,25,25,47.606,-122.332,1,47.606,-122.332
590,19,18,16,32.715,-117.157,15,40.394,-95.944
591,6,2,25,38.918,-77.231,6,37.485,-73.969
593,0,1,23,32.333,-90.137,122,33.676,-87.680
594,21,16,22,39.433,-74.504,3,39.489,-74.497
595,0,5,22,44.515,-88.022,26,44.242,-89.349
596,19,8,7,53.500,10.250,5,52.397,13.077
597,8,14,12,43.844,10.506,20,42.907,10.753
598,22,0,18,37.394,-122.078,153,37.378,-115.584
599,22,19,20,39.922,-75.169,6,40.585,-25.503
600,2,25,25,32.834,-97.228,1,35.665,-94.057
601,12,18,25,35.540,139.450,3,35.539,139.438
602,6,25,25,35.065,-106.621,1,35.080,-106.621
603,16,25,25,38.914,-77.046,1,38.900,-77.016
604,23,7,0,0.000,0.000,485,0.000,0.000
605,8,25,25,49.589,6.116,1,49.596,6.178
606,11,18,10,52.566,-1.183,16,47.885,-27.153
607,5,25,25,-33.333,115.633,1,51.045,-0.738
608,18,17,19,28.458,-81.397,56,31.999,-83.808
609,18,23,15,37.416,-5.983,37,40.446,-2.462
611,23,1,13,43.083,-73.784,54,40.873,-89.850
612,20,13,1,42.281,-83.386,20,39.693,-94.927
613,3,19,18,37.757,-122.399,351,33.830,-95.817
614,1,25,25,43.683,-79.766,1,43.676,-79.638
615,2,1,3,39.518,-104.761,8,36.715,-118.513
616,1,2,25,33.613,-112.324,2,39.637,-94.223
618,23,25,25,42.732,-84.555,1,42.680,-84.439
619,19,16,18,55.620,12.649,601,53.979,12.418
620,1,22,2,33.320,-111.963,11,34.803,-86.703
621,18,23,14,37.862,-84.662,4,38.064,-84.718
623,21,20,16,38.410,-81.804,176,32.978,-76.952
624,4,25,25,40.017,-75.230,1,39.959,-75.162
625,22,25,25,30.267,-97.743,1,40.496,-81.721
628,4,1,25,34.135,-118.363,3,35.251,-119.784
629,0,22,5,32.845,-96.864,8,32.998,-96.735
631,1,15,19,33.438,-86.724,36,34.948,-88.786
632,20,19,17,40.116,-88.243,11,39.862,-87.491
633,22,15,21,43.700,-79.416,8,42.140,-94.981
634,1,22,2,41.610,-87.064,18,38.225,-88.437
635,3,25,25,35.784,-78.661,1,35.776,-78.692
636,1,3,4,40.017,-105.277,422,36.468,-93.349
637,20,4,9,49.057,-122.252,8,46.694,-108.329
638,14,15,25,22.541,114.054,5,22.533,114.054
639,16,25,25,42.250,-83.178,1,42.246,-83.182
640,0,2,4,35.799,-90.687,106,34.401,-82.153
641,9,25,25,45.523,-122.676,1,45.537,-122.600
643,18,16,14,41.560,-93.633,17,41.672,-92.468
644,21,0,22,35.149,-90.048,58,35.118,-89.962
645,17,18,0,42.034,-93.619,300,37.804,-122.270
646,23,25,25,52.370,9.733,1,51.314,7.287
648,11,5,4,35.666,139.731,26,35.664,139.730
649,2,1,25,-30.040,-51.225,3,-30.033,-51.230
650,22,19,20,37.651,-121.031,6,37.581,-120.911
651,14,7,1,35.655,139.794,23,35.655,139.794
652,21,1,16,34.142,-118.255,104,32.921,-70.117
653,6,25,25,26.310,-80.237,1,30.460,-81.355
655,0,25,25,40.714,-74.005,1,40.933,-73.838
656,20,16,18,50.933,6.950,82,50.170,10.041
657,18,21,0,40.758,-73.985,5,42.680,-68.891
658,18,23,20,47.606,-122.332,6,43.637,-89.389
659,16,15,25,40.089,-75.396,2,38.903,-86.100
660,17,18,25,37.531,-77.585,2,37.555,-77.541
661,14,20,7,40.178,-74.021,7,32.783,-96.806
662,17,25,25,47.606,-122.332,2,33.675,-117.759
663,23,2,18,39.823,-75.187,20,39.839,-90.184
665,5,25,25,33.961,-118.353,4,33.919,-118.273
667,9,17,16,58.532,15.009,15,56.207,15.232
668,23,22,21,25.085,-80.456,12,25.863,-80.192
669,8,21,20,45.582,9.274,437,44.447,5.809
670,23,3,2,33.538,-117.684,8,33.523,-117.707
671,20,19,18,45.184,9.161,11,45.501,9.206
672,13,2,21,26.715,-80.053,11,26.635,-80.096
673,16,25,25,51.516,-0.050,1,50.638,2.508
674,3,14,25,32.793,-79.946,4,32.783,-79.937
676,16,14,25,41.707,-91.610,2,21.554,-26.144
677,16,22,21,56.400,-3.433,60,52.396,-1.308
678,18,11,10,44.818,20.468,12,46.584,17.640
679,13,25,25,52.266,4.748,1,51.492,5.260
680,20,3,22,37.429,-122.166,14,34.588,-55.796
681,15,17,9,48.816,2.416,35,47.219,-7.373
682,0,2,6,33.279,131.500,687,29.116,115.426
683,15,25,25,36.158,-86.782,1,35.898,-94.474
684,5,20,4,37.419,-122.075,20,40.444,-76.946
685,3,22,14,47.606,-122.332,13,40.812,-120.411
686,19,8,21,51.493,-0.228,8,51.695,-0.131
687,14,22,25,51.912,4.341,6,52.131,5.168
688,4,23,1,39.759,-104.998,125,40.216,-101.630
689,10,14,25,-16.923,145.767,4,48.583,7.750
690,7,6,9,60.167,24.947,214,42.310,-72.395
692,15,13,16,50.500,12.133,147,50.198,10.492
693,17,5,2,39.534,-119.752,185,38.364,-55.528
694,5,18,0,44.951,-93.116,7,44.950,-93.134
696,12,16,11,59.747,10.393,28,59.970,9.347
697,22,25,25,51.508,-0.125,1,0.000,0.000
699,1,2,16,39.766,-105.077,438,35.431,-81.300
702,2,17,13,37.773,-122.461,15,-6.174,106.829
703,9,10,11,51.557,0.072,35,40.972,24.014
704,13,0,1,28.649,-81.197,33,28.529,-81.311
705,17,16,23,38.946,-94.676,181,37.399,-96.986
706,11,6,10,35.676,139.777,54,35.110,23.021
707,21,25,25,38.893,-77.014,1,37.608,-89.799
708,16,6,11,37.390,140.324,55,38.414,140.565
709,8,25,25,37.104,-113.584,1,47.610,-122.316
710,23,12,2,42.525,-71.095,13,37.783,-122.462
711,9,7,21,0.000,0.000,5,39.818,-71.691
712,15,7,16,49.416,11.114,24,7.748,81.092
713,0,23,25,0.000,0.000,4,39.621,-75.887
714,3,22,17,40.714,-74.005,4,39.704,-104.933
716,20,14,17,36.792,-76.164,175,35.808,-77.049
717,23,22,6,34.040,-118.347,4,34.094,-118.380
718,19,2,0,33.927,-118.141,20,33.938,-118.195
719,15,3,0,33.756,-84.392,17,34.574,-105.571
720,4,20,1,29.876,-95.686,49,29.467,-34.463
721,14,16,13,48.830,2.373,6,36.807,10.101
722,4,18,25,35.518,-98.002,2,35.438,-97.430
723,8,5,4,35.267,136.867,197,36.755,106.249
724,21,14,25,53.503,9.974,2,53.525,9.825
725,2,14,3,35.630,139.550,136,35.487,138.786
726,23,22,20,38.900,-77.016,9,37.438,-79.277
727,19,16,14,51.621,-0.165,53,51.468,-0.360
728,6,7,8,33.768,-118.158,224,33.264,-95.667
729,15,18,21,41.451,-82.035,3,51.500,-0.583
730,15,21,25,49.249,-123.119,3,45.300,-98.543
731,2,25,25,40.416,-3.702,1,0.000,0.000
732,12,25,25,51.540,-0.143,3,47.158,-29.633
733,17,14,10,59.913,10.738,10,60.350,10.569
734,18,17,21,34.103,-118.410,6,34.726,-78.245
735,14,25,25,45.765,4.856,1,48.858,2.435
736,16,18,20,43.700,-79.416,14,43.700,-79.416
737,20,22,1,41.731,-87.584,36,39.407,-84.200
738,3,0,4,37.706,-122.401,73,37.144,-107.979
739,14,15,1,42.386,-71.119,1115,41.549,-72.544
740,20,15,14,42.309,-71.385,3,42.345,-71.073
741,17,0,13,39.493,-76.330,366,34.496,-85.678
742,13,1,23,41.038,-73.865,152,41.332,-83.890
743,21,5,3,37.338,-76.717,14,43.987,-83.733
744,12,25,25,51.508,-0.125,2,49.026,-22.522
745,18,19,17,51.416,-0.283,254,51.660,-1.035
746,11,25,25,59.723,30.408,1,55.752,37.610
747,13,5,12,-33.857,151.176,5,-35.179,149.133
748,14,13,1,37.747,-84.294,3,36.172,-86.759
749,4,3,2,33.883,-117.756,120,34.603,-118.705
750,21,7,23,47.252,-122.444,17,10.579,-123.943
751,1,3,15,43.081,-87.890,13,42.675,-79.489
753,6,2,9,-23.533,148.166,19,-38.600,142.522
754,10,11,2,51.752,-1.255,8,48.319,-2.643
755,4,5,3,34.004,-118.488,304,37.880,-111.356
756,1,21,20,43.600,1.429,3,45.783,-8.185
757,8,15,10,51.420,-1.727,6,50.586,-14.736
759,15,12,14,54.067,-2.803,70,50.026,-21.954
760,19,2,25,37.774,-122.419,3,37.774,-122.419
761,9,2,5,21.406,-158.005,15,25.611,-151.913
762,22,25,25,39.739,-104.984,1,39.739,-104.984
763,1,2,19,37.731,-97.240,22,37.959,-97.079
764,12,11,9,54.057,-2.860,429,38.876,-35.788
765,20,0,19,34.203,-118.326,44,34.085,-118.528
766,19,16,25,51.452,-0.122,2,51.520,-0.071
767,17,18,12,0.000,0.000,52,41.133,68.130
768,0,25,25,51.508,-0.125,1,49.724,-21.497
769,12,15,25,52.373,4.899,2,39.740,-105.002
770,0,20,7,33.682,-117.995,66,0.000,0.000
771,8,25,25,52.250,-0.883,1,-37.799,144.946
772,12,11,16,53.382,-2.590,11,50.785,-19.630
773,12,25,25,51.511,-0.225,5,51.511,-0.054
774,17,18,21,47.623,-122.313,4,37.551,-101.345
776,5,4,25,52.250,21.000,4,37.763,-122.426
777,7,25,25,39.920,-105.086,1,40.019,-105.275
778,1,2,7,33.527,-112.085,3,33.484,-112.239
779,14,25,25,42.280,-71.237,1,38.351,-82.815
780,5,25,25,50.900,-1.400,1,0.000,0.000
782,5,13,19,35.686,-82.010,53,43.866,-79.449
783,16,22,25,39.878,-104.682,2,39.739,-104.984
784,2,25,25,40.546,-80.048,1,40.436,-79.979
785,9,6,25,45.471,-122.652,2,34.052,-118.243
786,5,9,11,32.500,130.433,42,33.185,133.611
789,17,25,25,33.984,-80.482,1,51.408,-2.318
790,13,18,7,51.533,9.933,7,48.448,12.561
791,17,1,4,38.890,-77.084,4,39.887,-82.031
792,20,21,18,30.523,-84.266,1473,30.930,-80.287
793,11,25,25,53.550,10.000,1,50.450,7.708
795,14,17,12,29.727,-95.558,8,30.394,-95.373
796,5,15,4,35.537,139.689,5,36.159,139.203
797,3,16,14,48.844,-122.584,124,40.824,-98.569
798,22,11,10,35.316,139.474,100,35.326,139.403
799,21,22,20,32.720,-117.167,6,32.793,-117.197
800,17,2,16,34.937,-80.755,584,33.839,-89.189
801,7,0,2,32.823,-97.170,131,35.879,-73.631
802,0,25,25,40.014,-105.270,1,42.087,-96.866
803,17,18,12,52.526,13.388,270,50.199,11.990
804,10,13,5,35.685,139.751,16,35.260,138.019
805,22,9,8,60.066,6.550,5,60.066,6.550
806,12,10,25,48.831,2.227,2,48.819,2.378
808,18,25,25,37.716,-97.296,1,35.543,-104.548
809,17,19,23,34.137,-118.129,159,36.770,-108.294
810,7,8,10,35.493,139.550,479,27.326,102.602
811,18,9,13,50.716,-2.000,23,50.991,-1.181
812,1,2,5,33.779,-116.465,23,35.756,-119.382
813,4,5,6,33.971,-80.917,6,37.859,-81.814
814,13,17,20,42.965,-85.668,62,42.115,-91.247
815,0,23,2,28.152,-81.925,89,32.897,-79.268
816,4,7,2,35.667,139.730,6,35.636,139.893
817,17,5,21,43.060,-88.106,3,43.075,-87.933
818,18,22,15,31.250,-99.250,114,0.000,0.000
819,12,25,25,41.656,-0.877,1,41.656,-0.877
821,4,6,3,-31.933,115.883,7,-37.833,144.983
822,20,12,18,48.156,11.576,37,47.205,9.256
823,0,1,21,39.920,-105.086,391,39.328,-100.306
824,10,3,9,35.858,139.663,1595,32.829,125.205
825,15,22,25,52.338,4.959,4,52.373,4.899
826,23,25,25,37.739,-121.425,1,34.052,-118.243
827,6,12,15,-6.174,106.829,77,2.384,90.207
828,9,8,25,34.751,-92.278,2,-41.178,174.819
829,15,25,25,-25.706,28.229,2,-26.200,28.083
830,1,21,2,47.623,-122.312,35,47.607,-122.331
831,14,15,17,43.700,-79.416,32,42.114,-76.928
832,16,25,25,25.762,-80.267,1,26.115,-80.138
833,3,4,6,29.765,-95.401,65,33.685,-73.748
834,12,5,7,-33.783,151.094,15,-20.704,108.114
835,1,22,8,42.326,-122.875,10,37.834,-80.419
836,19,25,25,40.675,-73.971,1,40.741,-73.986
837,6,1,14,42.702,-83.402,22,42.721,-84.386
838,2,6,19,45.494,-122.826,220,40.898,-115.414
839,12,4,10,36.399,140.562,4,36.401,140.532
841,3,25,25,37.774,-122.419,1,0.000,0.000
843,12,9,11,0.000,0.000,536,27.863,106.333
844,20,14,9,57.681,-4.036,51,47.940,-33.983
845,0,25,25,30.266,-97.734,2,37.858,-110.948
846,3,20,25,34.090,-118.361,2,34.071,-118.318
847,0,23,6,5.466,102.759,15,1.288,103.848
848,18,25,25,37.774,-122.419,2,32.183,35.883
849,15,3,17,21.279,-157.759,255,21.202,-142.114
850,1,23,0,32.932,-96.817,18,42.361,-71.057
851,15,17,10,51.386,-0.302,36,41.026,93.075
853,6,0,19,45.533,-122.526,13,45.512,-122.680
854,8,15,20,38.984,1.534,4,50.933,6.861
855,20,25,25,40.704,-73.986,1,0.000,0.000
857,9,25,25,-33.916,18.416,1,9.314,15.915
858,20,19,15,43.645,-79.395,5,43.719,-79.345
859,18,11,13,52.373,4.899,22,52.694,6.194
861,5,6,22,60.416,5.550,351,60.229,7.109
862,21,9,0,34.052,-118.243,9,36.828,-110.969
863,23,19,14,42.271,-89.093,148,31.184,-66.069
864,4,5,20,40.682,-73.930,25,28.541,-81.370
865,8,3,6,-41.293,174.776,53,-33.236,147.902
866,3,18,14,36.864,-76.028,70,36.524,-80.884
869,15,25,25,35.879,-78.842,2,36.005,-78.935
870,9,25,25,2.500,112.500,4,3.154,101.698
872,0,1,22,47.606,-122.332,17,41.662,-121.219
873,7,25,25,48.816,2.266,1,48.870,2.223
874,2,25,25,25.977,-80.206,1,0.000,0.000
875,17,15,22,38.947,-75.884,31,39.114,-76.288
876,23,22,0,27.743,-82.751,124,30.255,-85.039
877,11,7,25,64.766,20.950,3,62.032,19.518
878,12,8,14,46.200,6.116,1650,15.269,-10.888
879,22,25,25,35.678,139.682,3,35.702,139.649
880,22,25,25,53.400,9.933,1,53.697,9.722
882,14,15,1,35.609,139.745,56,35.705,139.629
883,10,22,25,38.716,-9.133,2,38.747,-9.148
884,4,21,1,41.964,-87.687,4,41.953,-87.662
886,5,2,25,36.031,-115.073,3,0.000,0.000
887,13,12,14,36.744,-4.412,32,36.163,-6.709
888,1,5,25,29.793,-95.398,7,17.950,-94.916
889,18,3,25,40.958,-75.996,2,43.198,-77.785
890,11,12,10,32.680,-16.793,64,32.651,-16.962
891,16,17,15,19.304,-99.189,75,19.376,-99.253
892,23,22,16,42.277,-83.740,19,42.277,-83.740
893,4,7,3,38.553,-121.787,63,39.201,-66.595
894,22,25,25,45.523,-122.676,1,45.523,-122.676
895,17,3,25,35.716,139.950,5,36.043,139.392
896,7,21,25,52.116,-106.634,2,38.232,-122.636
897,7,19,22,40.586,-122.391,209,40.099,-122.387
898,10,15,23,52.046,4.333,5,52.219,4.916
899,13,19,11,52.033,-1.150,24,37.543,-122.191
900,2,18,16,37.548,-121.988,66,47.170,-122.472
901,20,22,25,37.784,-122.448,2,31.523,-97.269
902,22,21,23,38.041,-84.503,55,37.933,-84.472
903,12,23,22,36.069,-79.510,312,35.061,-79.172
904,16,20,18,37.783,-122.462,156,40.621,-74.105
905,5,17,7,40.014,-105.270,15,38.712,-96.953
906,20,19,0,32.592,-96.756,20,37.341,-92.216
907,8,7,25,55.762,37.632,3,55.752,37.615
908,6,18,7,-26.200,28.083,46,-9.323,34.631
910,22,25,25,38.890,-77.084,1,38.890,-77.084
911,5,7,6,33.465,-112.082,15,33.492,-112.282
913,1,2,5,33.643,-112.147,384,32.617,-104.745
914,22,25,25,-41.290,174.777,1,-31.337,138.118
915,23,22,21,41.388,2.158,33,51.266,-0.733
916,23,25,25,36.174,-115.137,2,35.227,-80.843
918,14,15,3,34.241,-88.663,58,33.838,-90.151
919,8,3,13,-6.174,106.829,168,-1.146,24.571
920,1,22,19,35.993,-86.802,54,36.136,-86.771
921,3,1,21,28.538,-81.379,7,31.828,-83.320
922,10,11,13,0.000,0.000,65,27.268,104.350
923,10,25,25,54.632,-3.546,2,52.251,-2.202
924,16,21,2,0.000,0.000,5,0.000,0.000
926,13,25,25,35.772,-78.638,1,35.790,-78.543
928,23,22,0,21.306,-157.853,122,23.225,-149.914
929,0,14,23,42.288,-71.065,417,34.126,-45.967
931,9,12,18,53.638,-2.994,89,44.768,-16.606
932,17,8,25,48.839,2.316,2,52.503,13.352
934,22,2,23,25.901,-97.497,337,35.989,-68.112
935,6,2,4,29.527,75.036,28,22.384,114.039
936,4,17,25,10.310,123.949,9,25.620,-13.983
937,17,18,14,42.331,-83.046,77,40.239,-103.118
938,5,6,14,40.187,141.768,52,32.889,-12.516
940,20,12,3,40.427,-79.965,14,39.512,-80.755
941,9,20,0,53.832,-1.957,4,50.766,-39.584
942,15,18,17,31.250,-99.250,3,42.092,-76.798
943,23,25,25,50.116,8.683,2,50.110,8.546
944,11,17,13,54.966,-2.100,43,46.611,-42.436
945,6,25,25,38.241,-122.344,1,38.307,-122.278
946,18,19,20,40.480,-104.919,108,40.554,-80.305
947,4,14,13,35.653,139.744,156,35.572,139.617
948,13,17,19,38.641,-75.611,5,39.347,-86.109
951,16,25,25,36.174,-115.137,1,36.114,-115.154
952,16,25,25,34.716,137.766,3,13.000,122.000
953,20,25,25,37.754,-122.408,1,37.672,-122.269
954,13,9,18,44.869,13.850,15,41.809,-21.775
955,13,2,1,36.072,-79.791,23,36.375,-79.971
957,17,23,1,37.332,-120.478,108,40.753,-97.496
958,14,3,15,-31.977,115.813,4,-29.860,120.323
959,22,23,3,39.099,-94.578,54,38.616,-91.839
960,18,0,17,39.766,-86.157,14,39.779,-86.153
961,5,0,22,40.482,-88.993,5,40.498,-88.992
962,4,25,25,37.757,-122.421,2,37.774,-122.419
963,1,4,7,35.654,139.735,38,37.395,96.689
964,21,12,16,51.615,-0.028,16,23.258,3.316
965,18,25,25,37.774,-122.419,1,37.749,-122.431
966,0,25,25,36.165,-86.784,1,36.180,-86.729
967,16,20,12,48.700,9.016,51,49.911,9.848
968,19,9,14,35.632,139.730,8,35.650,139.716
969,5,17,6,39.057,-94.606,17,39.057,-94.602
970,14,9,13,51.518,-0.131,91,50.649,-12.047
971,21,0,22,39.046,-94.291,5,39.739,-104.984
972,15,10,25,52.375,4.889,4,52.090,5.233
973,0,22,17,41.510,-81.603,52,37.671,-100.017
975,6,9,7,35.535,139.707,23,35.584,139.585
977,22,0,17,42.309,-85.555,6,0.000,0.000
978,11,19,17,51.365,-0.163,57,52.136,-0.877
980,18,9,10,51.867,4.547,14,51.849,4.503
981,9,11,10,33.538,-112.185,40,31.853,-104.847
982,2,3,25,34.852,-82.394,6,40.658,-73.954
983,15,5,4,40.355,-111.704,31,0.000,0.000
984,22,12,25,46.533,6.666,2,46.567,7.140
985,10,25,25,-33.878,151.197,1,-33.864,151.207
986,17,25,25,41.258,-95.937,2,40.800,-96.666
987,19,20,5,34.052,-118.243,10,33.994,-118.268
988,21,14,25,44.893,-93.308,2,39.704,-105.081
989,1,16,2,41.966,-87.653,184,40.002,-88.795
990,8,25,25,33.401,-111.749,6,33.446,-112.071
991,19,13,18,51.716,0.683,189,44.572,-13.107
992,11,25,25,49.900,2.300,1,48.866,2.326
993,13,14,19,38.914,-77.046,5,38.891,-77.498
994,14,25,25,0.000,0.000,1,0.000,0.000
995,17,25,25,51.644,-0.366,1,52.154,-0.194
996,15,18,8,59.348,18.062,130,57.243,10.389
997,23,16,21,50.998,5.869,47,47.129,13.272
998,22,2,18,40.753,-73.980,21,41.011,-117.743
999,1,10,19,51.486,-0.187,5,18.125,36.130
1000,22,20,21,40.714,-74.005,1508,37.593,-63.521
1002,23,16,20,51.073,-114.127,10,50.906,-114.112
1003,11,20,15,53.561,9.961,5,53.560,9.974
1004,11,25,25,14.643,121.037,3,-34.871,138.637
1005,17,14,6,33.425,-111.999,10,33.380,-111.874
1006,21,18,16,42.312,-83.652,6,42.206,-83.691
1007,9,7,8,46.350,6.300,87,52.702,-8.880
1008,7,25,25,50.833,4.000,2,17.485,-42.617
1009,20,21,1,34.731,-86.586,18,41.909,-87.676
1010,17,22,19,33.722,-118.038,11,0.000,0.000
1011,13,8,7,42.831,-2.736,31,41.939,-2.264
1012,4,25,25,-45.874,170.503,1,-41.617,174.392
1013,17,0,10,60.450,22.283,5,61.441,25.098
1014,12,13,14,41.303,-84.365,53,42.873,-71.390
1015,5,11,2,-31.933,115.800,30,-8.308,87.405
1016,3,20,16,40.014,-105.270,3,40.117,-97.367
1017,17,22,21,38.716,-9.133,18,39.597,-8.320
1018,21,19,14,43.978,10.545,16,43.161,11.039
1019,15,7,25,42.071,-88.005,2,41.691,-87.755
1020,14,16,3,43.197,-86.282,14,40.695,-65.940
1021,14,25,25,40.737,-73.884,2,40.712,-73.370
1022,5,20,22,32.978,-96.748,98,26.842,-30.135
1023,16,15,25,40.714,-74.005,4,44.943,-93.397
1024,6,1,5,-36.866,174.766,12,37.448,-94.227
1025,22,18,23,21.491,-158.077,41,28.739,-121.007
1026,6,10,1,-33.824,151.240,13,-25.355,102.322
1029,5,7,10,35.683,139.738,148,36.004,139.509
1030,18,0,21,47.065,-123.367,104,40.933,-102.850
1031,0,13,1,39.290,-76.612,3,37.674,-81.865
1032,23,18,22,33.121,-117.112,185,32.845,-117.164
1033,23,21,25,33.774,-84.296,2,37.109,-82.138
1034,5,25,25,-6.912,107.620,1,-5.126,114.623
1035,0,17,22,50.408,-4.215,92,36.156,-94.022
1036,22,25,25,34.852,-82.394,1,34.852,-82.394
1038,14,15,13,31.005,121.408,5,31.240,121.456
1039,3,21,23,34.151,-118.080,57,35.903,-119.547
1040,16,12,22,46.115,-64.801,42,45.724,-65.394
1041,16,25,25,40.014,-105.270,1,39.997,-105.115
1042,18,15,14,32.912,-96.638,32,32.934,-96.910
1043,17,18,21,43.614,-116.201,306,42.831,-114.148
1045,5,0,2,51.042,-114.055,7,51.053,-114.063
1046,23,25,25,43.135,-87.935,4,43.088,-87.929
1047,12,5,11,31.366,121.550,4,31.185,121.429
1048,16,18,22,43.678,-79.441,1272,41.013,-75.381
1049,5,10,25,35.663,139.665,2,37.783,-122.402
1050,9,25,25,35.000,105.000,2,35.834,110.999
1052,22,23,16,0.000,0.000,128,39.891,-74.921
1053,18,19,25,37.799,-122.401,3,36.934,-97.460
1054,23,19,10,59.915,10.718,7,61.664,10.577
1056,17,15,25,47.387,8.521,2,47.427,8.422
1057,23,25,25,45.523,-122.676,1,21.216,-41.968
1058,15,3,16,41.915,-87.702,19,41.915,-87.666
1059,6,25,25,-37.808,144.963,1,-37.816,144.962
1060,23,21,12,41.953,-88.343,8,43.262,-61.375
1061,10,25,25,38.578,-0.120,1,50.840,-0.153
1062,17,25,25,53.650,9.733,1,40.087,-74.892
1063,18,13,22,52.385,-1.513,133,46.574,-36.062
1064,5,0,13,-6.400,106.833,21,-6.174,106.829
1065,23,25,25,-10.000,-55.000,1,51.120,-0.534
1066,17,19,18,33.479,-111.980,129,33.691,-112.487
1067,2,1,14,34.374,-118.563,11,34.404,-118.466
1068,4,5,3,34.023,-84.361,322,50.929,6.914
1069,5,0,25,47.606,-122.332,3,47.606,-122.332
1070,17,19,20,42.473,-83.221,2100,38.258,-73.241
1072,12,9,11,40.000,-4.000,3,44.339,5.838
1073,7,2,25,47.606,-122.332,3,46.696,-122.071
1074,1,2,3,37.786,-122.399,503,35.892,-82.454
1075,7,25,25,57.750,12.916,1,51.106,-28.816
1077,18,23,22,0.000,0.000,42,34.046,-118.448
1078,23,20,2,36.065,-119.016,197,37.804,-122.270
1079,5,25,25,-31.937,115.792,1,-27.437,153.032
1080,19,25,25,30.332,-81.655,1,30.332,-81.655
1081,1,12,4,35.645,139.806,92,35.697,139.712
1083,8,11,25,48.816,2.266,2,48.867,2.346
1084,21,15,17,32.797,-79.996,5,32.816,-79.957
1085,16,20,3,39.739,-104.984,5,36.820,-94.656
1086,20,10,13,60.030,30.288,15,57.043,35.394
1087,22,23,13,-37.856,144.991,147,-22.592,106.082
1088,17,25,25,39.587,-104.952,1,39.748,-105.004
1089,18,12,5,37.870,23.765,148,39.080,22.154
1090,14,6,23,33.526,-86.719,21,33.474,-86.805
1092,13,14,15,14.576,121.050,266,14.583,121.033
1093,14,1,13,40.000,-4.000,4,17.600,54.470
1094,9,8,25,33.985,-118.406,3,22.717,-78.900
1095,5,25,25,43.197,-70.873,1,39.772,-104.761
1096,19,4,1,49.125,-123.185,74,0.000,0.000
1097,17,15,23,34.180,-118.308,9,34.116,-118.275
1098,11,25,25,40.404,-74.515,4,26.635,-80.096
1099,10,8,6,35.660,139.729,422,33.546,113.957
1100,22,25,25,39.961,-82.998,1,32.216,-80.752
1101,9,20,25,48.859,2.325,3,33.845,-118.342
1102,1,3,23,31.783,131.466,145,21.444,83.853
1103,22,23,25,58.402,15.607,2,44.060,13.989
1105,14,2,13,39.679,-86.088,67,40.285,-89.638
1106,21,2,1,43.686,-79.599,45,46.166,-92.755
1107,18,25,25,51.166,-115.568,1,49.249,-123.119
1108,9,22,18,55.596,12.999,11,57.523,15.170
1109,0,3,22,39.714,-105.008,33,40.066,-94.670
1111,16,25,25,39.907,116.397,1,37.630,-1.331
1112,5,22,20,44.947,-93.102,8,43.473,-89.163
1115,2,21,0,41.852,-72.643,27,41.856,-72.668
1116,18,15,16,33.996,-81.029,13,40.130,-75.514
1117,22,25,25,37.799,-122.412,2,41.071,-122.382
1118,22,1,18,42.397,-71.100,1014,37.233,-62.859
1119,4,3,0,30.439,-97.620,68,35.187,-90.375
1120,19,21,22,37.047,-122.031,114,38.671,-105.728
1121,23,17,1,34.855,-86.750,679,39.340,-76.449
1122,17,21,15,33.214,-97.133,18,33.214,-97.133
1123,23,9,22,39.080,-94.451,49,39.047,-94.543
1124,16,2,17,41.002,-73.661,10,41.053,-73.538
1125,18,17,19,13.506,144.806,730,30.916,-52.567
1126,4,8,0,-28.073,153.378,23,-13.066,128.450
1127,7,3,2,47.614,-122.348,185,47.620,-122.340
1128,20,22,21,32.662,-95.471,10,27.980,-96.894
1129,17,25,25,39.739,-89.266,1,42.287,-88.414
1130,17,23,19,-23.533,-46.659,13,-23.571,-46.662
1131,18,17,20,32.351,-95.301,4,32.351,-95.301
1132,2,25,25,41.914,-88.308,1,41.921,-88.327
1133,23,2,22,40.436,-79.979,30,40.439,-79.985
1134,0,12,2,53.550,-113.568,18,42.942,-119.428
1135,0,7,20,35.025,-80.979,13,35.018,-80.856
1137,12,25,25,41.017,-73.651,2,41.048,-73.514
1138,6,7,11,39.747,140.079,58,39.100,139.748
1139,10,25,25,53.796,-1.547,2,50.724,-16.525
1140,15,22,21,36.543,-121.918,19,34.898,-58.263
1141,19,12,25,59.913,10.738,4,59.912,10.754
1142,3,0,1,40.460,-86.133,16,39.921,-86.044
1143,1,5,25,40.633,-111.805,5,39.590,-93.779
1144,18,10,20,42.877,-8.553,39,42.233,-8.716
1145,18,25,25,38.914,-77.046,1,40.714,-74.005
1146,23,19,14,41.499,-81.695,23,35.510,-90.054
1147,13,10,12,0.000,0.000,174,29.503,115.168
1148,20,4,6,37.781,-122.422,16,28.331,-91.789
1149,5,2,21,-41.274,174.774,25,-41.236,174.797
1151,18,19,1,29.768,-95.408,167,29.686,-95.362
1152,17,18,25,42.404,-71.112,4,40.675,-73.971
